 1_AMB_TEMP, 2_AMB_TEMP, 3_AMB_TEMP, 4_AMB_TEMP, 5_AMB_TEMP, 6_AMB_TEMP, 7_AMB_TEMP, 8_AMB_TEMP, 9_AMB_TEMP, 1_CH4, 2_CH4, 3_CH4, 4_CH4, 5_CH4, 6_CH4, 7_CH4, 8_CH4, 9_CH4, 1_CO, 2_CO, 3_CO, 4_CO, 5_CO, 6_CO, 7_CO, 8_CO, 9_CO, 1_NMHC, 2_NMHC, 3_NMHC, 4_NMHC, 5_NMHC, 6_NMHC, 7_NMHC, 8_NMHC, 9_NMHC, 1_NO, 2_NO, 3_NO, 4_NO, 5_NO, 6_NO, 7_NO, 8_NO, 9_NO, 1_NO2, 2_NO2, 3_NO2, 4_NO2, 5_NO2, 6_NO2, 7_NO2, 8_NO2, 9_NO2, 1_NOx, 2_NOx, 3_NOx, 4_NOx, 5_NOx, 6_NOx, 7_NOx, 8_NOx, 9_NOx, 1_O3, 2_O3, 3_O3, 4_O3, 5_O3, 6_O3, 7_O3, 8_O3, 9_O3, 1_PM10, 2_PM10, 3_PM10, 4_PM10, 5_PM10, 6_PM10, 7_PM10, 8_PM10, 9_PM10, 1_PM2.5, 2_PM2.5, 3_PM2.5, 4_PM2.5, 5_PM2.5, 6_PM2.5, 7_PM2.5, 8_PM2.5, 9_PM2.5, 1_RAINFALL, 2_RAINFALL, 3_RAINFALL, 4_RAINFALL, 5_RAINFALL, 6_RAINFALL, 7_RAINFALL, 8_RAINFALL, 9_RAINFALL, 1_RH, 2_RH, 3_RH, 4_RH, 5_RH, 6_RH, 7_RH, 8_RH, 9_RH, 1_SO2, 2_SO2, 3_SO2, 4_SO2, 5_SO2, 6_SO2, 7_SO2, 8_SO2, 9_SO2, 1_THC, 2_THC, 3_THC, 4_THC, 5_THC, 6_THC, 7_THC, 8_THC, 9_THC, 1_WD_HR, 2_WD_HR, 3_WD_HR, 4_WD_HR, 5_WD_HR, 6_WD_HR, 7_WD_HR, 8_WD_HR, 9_WD_HR, 1_WIND_DIREC, 2_WIND_DIREC, 3_WIND_DIREC, 4_WIND_DIREC, 5_WIND_DIREC, 6_WIND_DIREC, 7_WIND_DIREC, 8_WIND_DIREC, 9_WIND_DIREC, 1_WIND_SPEED, 2_WIND_SPEED, 3_WIND_SPEED, 4_WIND_SPEED, 5_WIND_SPEED, 6_WIND_SPEED, 7_WIND_SPEED, 8_WIND_SPEED, 9_WIND_SPEED, 1_WS_HR, 2_WS_HR, 3_WS_HR, 4_WS_HR, 5_WS_HR, 6_WS_HR, 7_WS_HR, 8_WS_HR, 9_WS_HR,10_PM2.5
25.0,24.0,25.0,26.0,28.0,29.0,30.0,32.0,32.0,1.7,1.7,1.7,1.7,1.6,1.7,1.7,1.7,1.7,0.26,0.27,0.39,0.42,0.28,0.29,0.35,0.37,0.31,0.13,0.13,0.17,0.18,0.39,0.27,0.29,0.32,0.22,0.3,0.8,2.3,3.5,1.1,1.4,0.3,0.1,-0.1,8.9,8.5,8.1,9.6,8.6,10.0,10.0,11.0,9.6,9.2,9.3,10.0,13.0,9.7,11.0,11.0,11.0,9.5,6.2,5.6,7.3,18.0,31.0,47.0,69.0,84.0,87.0,25.0,26.0,14.0,18.0,28.0,38.0,70.0,62.0,62.0,35.0,32.0,28.0,14.0,24.0,27.0,30.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,91.0,81.0,72.0,65.0,58.0,51.0,53.0,2.4,2.0,1.9,2.9,3.9,3.9,3.4,2.7,1.8,1.8,1.8,1.8,1.8,2.0,1.9,2.0,2.0,2.0,100.0,102.0,106.0,159.0,194.0,204.0,189.0,229.0,219.0,76.0,111.0,108.0,171.0,198.0,191.0,193.0,221.0,280.0,1.2,1.9,1.4,1.9,2.8,1.9,2.4,2.0,1.5,1.2,1.4,1.6,1.1,2.3,2.4,1.9,1.7,1.1,34.0
24.0,25.0,26.0,28.0,29.0,30.0,32.0,32.0,30.0,1.7,1.7,1.7,1.6,1.7,1.7,1.7,1.7,1.7,0.27,0.39,0.42,0.28,0.29,0.35,0.37,0.31,0.28,0.13,0.17,0.18,0.39,0.27,0.29,0.32,0.22,0.16,0.8,2.3,3.5,1.1,1.4,0.3,0.1,-0.1,1.0,8.5,8.1,9.6,8.6,10.0,10.0,11.0,9.6,12.0,9.3,10.0,13.0,9.7,11.0,11.0,11.0,9.5,13.0,5.6,7.3,18.0,31.0,47.0,69.0,84.0,87.0,57.0,26.0,14.0,18.0,28.0,38.0,70.0,62.0,62.0,55.0,32.0,28.0,14.0,24.0,27.0,30.0,37.0,37.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,91.0,91.0,81.0,72.0,65.0,58.0,51.0,53.0,69.0,2.0,1.9,2.9,3.9,3.9,3.4,2.7,1.8,2.8,1.8,1.8,1.8,2.0,1.9,2.0,2.0,2.0,1.8,102.0,106.0,159.0,194.0,204.0,189.0,229.0,219.0,57.0,111.0,108.0,171.0,198.0,191.0,193.0,221.0,280.0,53.0,1.9,1.4,1.9,2.8,1.9,2.4,2.0,1.5,2.6,1.4,1.6,1.1,2.3,2.4,1.9,1.7,1.1,0.8,28.0
25.0,26.0,28.0,29.0,30.0,32.0,32.0,30.0,29.0,1.7,1.7,1.6,1.7,1.7,1.7,1.7,1.7,1.6,0.39,0.42,0.28,0.29,0.35,0.37,0.31,0.28,0.32,0.17,0.18,0.39,0.27,0.29,0.32,0.22,0.16,0.19,2.3,3.5,1.1,1.4,0.3,0.1,-0.1,1.0,1.8,8.1,9.6,8.6,10.0,10.0,11.0,9.6,12.0,15.0,10.0,13.0,9.7,11.0,11.0,11.0,9.5,13.0,16.0,7.3,18.0,31.0,47.0,69.0,84.0,87.0,57.0,33.0,14.0,18.0,28.0,38.0,70.0,62.0,62.0,55.0,58.0,28.0,14.0,24.0,27.0,30.0,37.0,37.0,34.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,91.0,81.0,72.0,65.0,58.0,51.0,53.0,69.0,75.0,1.9,2.9,3.9,3.9,3.4,2.7,1.8,2.8,4.6,1.8,1.8,2.0,1.9,2.0,2.0,2.0,1.8,1.8,106.0,159.0,194.0,204.0,189.0,229.0,219.0,57.0,51.0,108.0,171.0,198.0,191.0,193.0,221.0,280.0,53.0,265.0,1.4,1.9,2.8,1.9,2.4,2.0,1.5,2.6,2.0,1.6,1.1,2.3,2.4,1.9,1.7,1.1,0.8,0.5,16.0
26.0,28.0,29.0,30.0,32.0,32.0,30.0,29.0,31.0,1.7,1.6,1.7,1.7,1.7,1.7,1.7,1.6,1.6,0.42,0.28,0.29,0.35,0.37,0.31,0.28,0.32,0.4,0.18,0.39,0.27,0.29,0.32,0.22,0.16,0.19,0.19,3.5,1.1,1.4,0.3,0.1,-0.1,1.0,1.8,3.9,9.6,8.6,10.0,10.0,11.0,9.6,12.0,15.0,18.0,13.0,9.7,11.0,11.0,11.0,9.5,13.0,16.0,22.0,18.0,31.0,47.0,69.0,84.0,87.0,57.0,33.0,31.0,18.0,28.0,38.0,70.0,62.0,62.0,55.0,58.0,50.0,14.0,24.0,27.0,30.0,37.0,37.0,34.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,81.0,72.0,65.0,58.0,51.0,53.0,69.0,75.0,60.0,2.9,3.9,3.9,3.4,2.7,1.8,2.8,4.6,8.3,1.8,2.0,1.9,2.0,2.0,2.0,1.8,1.8,1.8,159.0,194.0,204.0,189.0,229.0,219.0,57.0,51.0,303.0,171.0,198.0,191.0,193.0,221.0,280.0,53.0,265.0,312.0,1.9,2.8,1.9,2.4,2.0,1.5,2.6,2.0,2.8,1.1,2.3,2.4,1.9,1.7,1.1,0.8,0.5,1.5,16.0
28.0,29.0,30.0,32.0,32.0,30.0,29.0,31.0,30.0,1.6,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,0.28,0.29,0.35,0.37,0.31,0.28,0.32,0.4,0.33,0.39,0.27,0.29,0.32,0.22,0.16,0.19,0.19,0.29,1.1,1.4,0.3,0.1,-0.1,1.0,1.8,3.9,3.8,8.6,10.0,10.0,11.0,9.6,12.0,15.0,18.0,17.0,9.7,11.0,11.0,11.0,9.5,13.0,16.0,22.0,21.0,31.0,47.0,69.0,84.0,87.0,57.0,33.0,31.0,24.0,28.0,38.0,70.0,62.0,62.0,55.0,58.0,50.0,56.0,24.0,27.0,30.0,37.0,37.0,34.0,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,72.0,65.0,58.0,51.0,53.0,69.0,75.0,60.0,63.0,3.9,3.9,3.4,2.7,1.8,2.8,4.6,8.3,6.5,2.0,1.9,2.0,2.0,2.0,1.8,1.8,1.8,1.9,194.0,204.0,189.0,229.0,219.0,57.0,51.0,303.0,307.0,198.0,191.0,193.0,221.0,280.0,53.0,265.0,312.0,305.0,2.8,1.9,2.4,2.0,1.5,2.6,2.0,2.8,2.3,2.3,2.4,1.9,1.7,1.1,0.8,0.5,1.5,2.3,16.0
29.0,30.0,32.0,32.0,30.0,29.0,31.0,30.0,29.0,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,0.29,0.35,0.37,0.31,0.28,0.32,0.4,0.33,0.6,0.27,0.29,0.32,0.22,0.16,0.19,0.19,0.29,0.21,1.4,0.3,0.1,-0.1,1.0,1.8,3.9,3.8,4.2,10.0,10.0,11.0,9.6,12.0,15.0,18.0,17.0,22.0,11.0,11.0,11.0,9.5,13.0,16.0,22.0,21.0,26.0,47.0,69.0,84.0,87.0,57.0,33.0,31.0,24.0,10.0,38.0,70.0,62.0,62.0,55.0,58.0,50.0,56.0,57.0,27.0,30.0,37.0,37.0,34.0,28.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,65.0,58.0,51.0,53.0,69.0,75.0,60.0,63.0,68.0,3.9,3.4,2.7,1.8,2.8,4.6,8.3,6.5,11.0,1.9,2.0,2.0,2.0,1.8,1.8,1.8,1.9,1.8,204.0,189.0,229.0,219.0,57.0,51.0,303.0,307.0,304.0,191.0,193.0,221.0,280.0,53.0,265.0,312.0,305.0,303.0,1.9,2.4,2.0,1.5,2.6,2.0,2.8,2.3,2.0,2.4,1.9,1.7,1.1,0.8,0.5,1.5,2.3,2.1,15.0
30.0,32.0,32.0,30.0,29.0,31.0,30.0,29.0,28.0,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,0.35,0.37,0.31,0.28,0.32,0.4,0.33,0.6,0.52,0.29,0.32,0.22,0.16,0.19,0.19,0.29,0.21,0.26,0.3,0.1,-0.1,1.0,1.8,3.9,3.8,4.2,4.5,10.0,11.0,9.6,12.0,15.0,18.0,17.0,22.0,22.0,11.0,11.0,9.5,13.0,16.0,22.0,21.0,26.0,26.0,69.0,84.0,87.0,57.0,33.0,31.0,24.0,10.0,2.9,70.0,62.0,62.0,55.0,58.0,50.0,56.0,57.0,70.0,30.0,37.0,37.0,34.0,28.0,16.0,16.0,16.0,15.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,58.0,51.0,53.0,69.0,75.0,60.0,63.0,68.0,77.0,3.4,2.7,1.8,2.8,4.6,8.3,6.5,11.0,7.9,2.0,2.0,2.0,1.8,1.8,1.8,1.9,1.8,1.9,189.0,229.0,219.0,57.0,51.0,303.0,307.0,304.0,326.0,193.0,221.0,280.0,53.0,265.0,312.0,305.0,303.0,110.0,2.4,2.0,1.5,2.6,2.0,2.8,2.3,2.0,1.7,1.9,1.7,1.1,0.8,0.5,1.5,2.3,2.1,0.7,11.0
32.0,32.0,30.0,29.0,31.0,30.0,29.0,28.0,27.0,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,0.37,0.31,0.28,0.32,0.4,0.33,0.6,0.52,0.56,0.32,0.22,0.16,0.19,0.19,0.29,0.21,0.26,0.26,0.1,-0.1,1.0,1.8,3.9,3.8,4.2,4.5,7.4,11.0,9.6,12.0,15.0,18.0,17.0,22.0,22.0,20.0,11.0,9.5,13.0,16.0,22.0,21.0,26.0,26.0,27.0,84.0,87.0,57.0,33.0,31.0,24.0,10.0,2.9,0.8,62.0,62.0,55.0,58.0,50.0,56.0,57.0,70.0,67.0,37.0,37.0,34.0,28.0,16.0,16.0,16.0,15.0,11.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,51.0,53.0,69.0,75.0,60.0,63.0,68.0,77.0,84.0,2.7,1.8,2.8,4.6,8.3,6.5,11.0,7.9,4.9,2.0,2.0,1.8,1.8,1.8,1.9,1.8,1.9,1.9,229.0,219.0,57.0,51.0,303.0,307.0,304.0,326.0,114.0,221.0,280.0,53.0,265.0,312.0,305.0,303.0,110.0,117.0,2.0,1.5,2.6,2.0,2.8,2.3,2.0,1.7,2.3,1.7,1.1,0.8,0.5,1.5,2.3,2.1,0.7,1.9,19.0
32.0,30.0,29.0,31.0,30.0,29.0,28.0,27.0,26.0,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.31,0.28,0.32,0.4,0.33,0.6,0.52,0.56,0.74,0.22,0.16,0.19,0.19,0.29,0.21,0.26,0.26,0.29,-0.1,1.0,1.8,3.9,3.8,4.2,4.5,7.4,18.0,9.6,12.0,15.0,18.0,17.0,22.0,22.0,20.0,19.0,9.5,13.0,16.0,22.0,21.0,26.0,26.0,27.0,37.0,87.0,57.0,33.0,31.0,24.0,10.0,2.9,0.8,0.8,62.0,55.0,58.0,50.0,56.0,57.0,70.0,67.0,45.0,37.0,34.0,28.0,16.0,16.0,16.0,15.0,11.0,19.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,69.0,75.0,60.0,63.0,68.0,77.0,84.0,86.0,1.8,2.8,4.6,8.3,6.5,11.0,7.9,4.9,6.5,2.0,1.8,1.8,1.8,1.9,1.8,1.9,1.9,1.9,219.0,57.0,51.0,303.0,307.0,304.0,326.0,114.0,115.0,280.0,53.0,265.0,312.0,305.0,303.0,110.0,117.0,119.0,1.5,2.6,2.0,2.8,2.3,2.0,1.7,2.3,2.4,1.1,0.8,0.5,1.5,2.3,2.1,0.7,1.9,2.1,20.0
30.0,29.0,31.0,30.0,29.0,28.0,27.0,26.0,26.0,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,0.28,0.32,0.4,0.33,0.6,0.52,0.56,0.74,0.61,0.16,0.19,0.19,0.29,0.21,0.26,0.26,0.29,0.2,1.0,1.8,3.9,3.8,4.2,4.5,7.4,18.0,10.0,12.0,15.0,18.0,17.0,22.0,22.0,20.0,19.0,19.0,13.0,16.0,22.0,21.0,26.0,26.0,27.0,37.0,30.0,57.0,33.0,31.0,24.0,10.0,2.9,0.8,0.8,1.1,55.0,58.0,50.0,56.0,57.0,70.0,67.0,45.0,34.0,34.0,28.0,16.0,16.0,16.0,15.0,11.0,19.0,20.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,75.0,60.0,63.0,68.0,77.0,84.0,86.0,86.0,2.8,4.6,8.3,6.5,11.0,7.9,4.9,6.5,4.4,1.8,1.8,1.8,1.9,1.8,1.9,1.9,1.9,1.9,57.0,51.0,303.0,307.0,304.0,326.0,114.0,115.0,115.0,53.0,265.0,312.0,305.0,303.0,110.0,117.0,119.0,105.0,2.6,2.0,2.8,2.3,2.0,1.7,2.3,2.4,2.5,0.8,0.5,1.5,2.3,2.1,0.7,1.9,2.1,2.3,19.0
29.0,31.0,30.0,29.0,28.0,27.0,26.0,26.0,26.0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,0.32,0.4,0.33,0.6,0.52,0.56,0.74,0.61,0.46,0.19,0.19,0.29,0.21,0.26,0.26,0.29,0.2,0.18,1.8,3.9,3.8,4.2,4.5,7.4,18.0,10.0,4.0,15.0,18.0,17.0,22.0,22.0,20.0,19.0,19.0,18.0,16.0,22.0,21.0,26.0,26.0,27.0,37.0,30.0,22.0,33.0,31.0,24.0,10.0,2.9,0.8,0.8,1.1,3.2,58.0,50.0,56.0,57.0,70.0,67.0,45.0,34.0,23.0,28.0,16.0,16.0,16.0,15.0,11.0,19.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,60.0,63.0,68.0,77.0,84.0,86.0,86.0,86.0,4.6,8.3,6.5,11.0,7.9,4.9,6.5,4.4,3.3,1.8,1.8,1.9,1.8,1.9,1.9,1.9,1.9,1.8,51.0,303.0,307.0,304.0,326.0,114.0,115.0,115.0,108.0,265.0,312.0,305.0,303.0,110.0,117.0,119.0,105.0,108.0,2.0,2.8,2.3,2.0,1.7,2.3,2.4,2.5,1.8,0.5,1.5,2.3,2.1,0.7,1.9,2.1,2.3,2.0,20.0
31.0,30.0,29.0,28.0,27.0,26.0,26.0,26.0,25.0,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,0.4,0.33,0.6,0.52,0.56,0.74,0.61,0.46,0.33,0.19,0.29,0.21,0.26,0.26,0.29,0.2,0.18,0.14,3.9,3.8,4.2,4.5,7.4,18.0,10.0,4.0,1.1,18.0,17.0,22.0,22.0,20.0,19.0,19.0,18.0,11.0,22.0,21.0,26.0,26.0,27.0,37.0,30.0,22.0,12.0,31.0,24.0,10.0,2.9,0.8,0.8,1.1,3.2,13.0,50.0,56.0,57.0,70.0,67.0,45.0,34.0,23.0,40.0,16.0,16.0,16.0,15.0,11.0,19.0,20.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,63.0,68.0,77.0,84.0,86.0,86.0,86.0,86.0,8.3,6.5,11.0,7.9,4.9,6.5,4.4,3.3,2.3,1.8,1.9,1.8,1.9,1.9,1.9,1.9,1.8,1.8,303.0,307.0,304.0,326.0,114.0,115.0,115.0,108.0,117.0,312.0,305.0,303.0,110.0,117.0,119.0,105.0,108.0,119.0,2.8,2.3,2.0,1.7,2.3,2.4,2.5,1.8,2.6,1.5,2.3,2.1,0.7,1.9,2.1,2.3,2.0,2.1,16.0
30.0,29.0,28.0,27.0,26.0,26.0,26.0,25.0,25.0,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.7,0.33,0.6,0.52,0.56,0.74,0.61,0.46,0.33,0.23,0.29,0.21,0.26,0.26,0.29,0.2,0.18,0.14,0.1,3.8,4.2,4.5,7.4,18.0,10.0,4.0,1.1,0.5,17.0,22.0,22.0,20.0,19.0,19.0,18.0,11.0,7.1,21.0,26.0,26.0,27.0,37.0,30.0,22.0,12.0,7.6,24.0,10.0,2.9,0.8,0.8,1.1,3.2,13.0,20.0,56.0,57.0,70.0,67.0,45.0,34.0,23.0,40.0,26.0,16.0,16.0,15.0,11.0,19.0,20.0,19.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,68.0,77.0,84.0,86.0,86.0,86.0,86.0,85.0,6.5,11.0,7.9,4.9,6.5,4.4,3.3,2.3,1.5,1.9,1.8,1.9,1.9,1.9,1.9,1.8,1.8,1.8,307.0,304.0,326.0,114.0,115.0,115.0,108.0,117.0,117.0,305.0,303.0,110.0,117.0,119.0,105.0,108.0,119.0,117.0,2.3,2.0,1.7,2.3,2.4,2.5,1.8,2.6,2.1,2.3,2.1,0.7,1.9,2.1,2.3,2.0,2.1,2.1,27.0
29.0,28.0,27.0,26.0,26.0,26.0,25.0,25.0,24.0,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.7,0.6,0.52,0.56,0.74,0.61,0.46,0.33,0.23,0.21,0.21,0.26,0.26,0.29,0.2,0.18,0.14,0.1,0.08,4.2,4.5,7.4,18.0,10.0,4.0,1.1,0.5,0.3,22.0,22.0,20.0,19.0,19.0,18.0,11.0,7.1,5.9,26.0,26.0,27.0,37.0,30.0,22.0,12.0,7.6,6.2,10.0,2.9,0.8,0.8,1.1,3.2,13.0,20.0,20.0,57.0,70.0,67.0,45.0,34.0,23.0,40.0,26.0,20.0,16.0,15.0,11.0,19.0,20.0,19.0,20.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,77.0,84.0,86.0,86.0,86.0,86.0,85.0,86.0,11.0,7.9,4.9,6.5,4.4,3.3,2.3,1.5,1.5,1.8,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.7,304.0,326.0,114.0,115.0,115.0,108.0,117.0,117.0,115.0,303.0,110.0,117.0,119.0,105.0,108.0,119.0,117.0,115.0,2.0,1.7,2.3,2.4,2.5,1.8,2.6,2.1,1.9,2.1,0.7,1.9,2.1,2.3,2.0,2.1,2.1,2.2,18.0
28.0,27.0,26.0,26.0,26.0,25.0,25.0,24.0,24.0,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,0.52,0.56,0.74,0.61,0.46,0.33,0.23,0.21,0.21,0.26,0.26,0.29,0.2,0.18,0.14,0.1,0.08,0.1,4.5,7.4,18.0,10.0,4.0,1.1,0.5,0.3,0.4,22.0,20.0,19.0,19.0,18.0,11.0,7.1,5.9,6.1,26.0,27.0,37.0,30.0,22.0,12.0,7.6,6.2,6.5,2.9,0.8,0.8,1.1,3.2,13.0,20.0,20.0,16.0,70.0,67.0,45.0,34.0,23.0,40.0,26.0,20.0,25.0,15.0,11.0,19.0,20.0,19.0,20.0,16.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,84.0,86.0,86.0,86.0,86.0,85.0,86.0,87.0,7.9,4.9,6.5,4.4,3.3,2.3,1.5,1.5,1.4,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.7,1.8,326.0,114.0,115.0,115.0,108.0,117.0,117.0,115.0,114.0,110.0,117.0,119.0,105.0,108.0,119.0,117.0,115.0,105.0,1.7,2.3,2.4,2.5,1.8,2.6,2.1,1.9,1.9,0.7,1.9,2.1,2.3,2.0,2.1,2.1,2.2,1.8,16.0
27.0,26.0,26.0,26.0,25.0,25.0,24.0,24.0,25.0,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.7,0.56,0.74,0.61,0.46,0.33,0.23,0.21,0.21,0.2,0.26,0.29,0.2,0.18,0.14,0.1,0.08,0.1,0.09,7.4,18.0,10.0,4.0,1.1,0.5,0.3,0.4,0.9,20.0,19.0,19.0,18.0,11.0,7.1,5.9,6.1,6.3,27.0,37.0,30.0,22.0,12.0,7.6,6.2,6.5,7.2,0.8,0.8,1.1,3.2,13.0,20.0,20.0,16.0,14.0,67.0,45.0,34.0,23.0,40.0,26.0,20.0,25.0,35.0,11.0,19.0,20.0,19.0,20.0,16.0,27.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,86.0,86.0,86.0,86.0,85.0,86.0,87.0,86.0,4.9,6.5,4.4,3.3,2.3,1.5,1.5,1.4,1.5,1.9,1.9,1.9,1.8,1.8,1.8,1.7,1.8,1.8,114.0,115.0,115.0,108.0,117.0,117.0,115.0,114.0,112.0,117.0,119.0,105.0,108.0,119.0,117.0,115.0,105.0,109.0,2.3,2.4,2.5,1.8,2.6,2.1,1.9,1.9,1.9,1.9,2.1,2.3,2.0,2.1,2.1,2.2,1.8,1.4,8.0
26.0,26.0,26.0,25.0,25.0,24.0,24.0,25.0,24.0,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.6,0.74,0.61,0.46,0.33,0.23,0.21,0.21,0.2,0.16,0.29,0.2,0.18,0.14,0.1,0.08,0.1,0.09,0.08,18.0,10.0,4.0,1.1,0.5,0.3,0.4,0.9,1.2,19.0,19.0,18.0,11.0,7.1,5.9,6.1,6.3,5.7,37.0,30.0,22.0,12.0,7.6,6.2,6.5,7.2,6.9,0.8,1.1,3.2,13.0,20.0,20.0,16.0,14.0,12.0,45.0,34.0,23.0,40.0,26.0,20.0,25.0,35.0,49.0,19.0,20.0,19.0,20.0,16.0,27.0,18.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,86.0,86.0,85.0,86.0,87.0,86.0,88.0,6.5,4.4,3.3,2.3,1.5,1.5,1.4,1.5,1.3,1.9,1.9,1.8,1.8,1.8,1.7,1.8,1.8,1.7,115.0,115.0,108.0,117.0,117.0,115.0,114.0,112.0,103.0,119.0,105.0,108.0,119.0,117.0,115.0,105.0,109.0,97.0,2.4,2.5,1.8,2.6,2.1,1.9,1.9,1.9,1.7,2.1,2.3,2.0,2.1,2.1,2.2,1.8,1.4,1.5,8.0
26.0,26.0,25.0,25.0,24.0,24.0,25.0,24.0,24.0,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6,0.61,0.46,0.33,0.23,0.21,0.21,0.2,0.16,0.21,0.2,0.18,0.14,0.1,0.08,0.1,0.09,0.08,0.1,10.0,4.0,1.1,0.5,0.3,0.4,0.9,1.2,1.2,19.0,18.0,11.0,7.1,5.9,6.1,6.3,5.7,6.3,30.0,22.0,12.0,7.6,6.2,6.5,7.2,6.9,7.5,1.1,3.2,13.0,20.0,20.0,16.0,14.0,12.0,11.0,34.0,23.0,40.0,26.0,20.0,25.0,35.0,49.0,41.0,20.0,19.0,20.0,16.0,27.0,18.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,86.0,85.0,86.0,87.0,86.0,88.0,89.0,4.4,3.3,2.3,1.5,1.5,1.4,1.5,1.3,1.3,1.9,1.8,1.8,1.8,1.7,1.8,1.8,1.7,1.7,115.0,108.0,117.0,117.0,115.0,114.0,112.0,103.0,106.0,105.0,108.0,119.0,117.0,115.0,105.0,109.0,97.0,106.0,2.5,1.8,2.6,2.1,1.9,1.9,1.9,1.7,2.0,2.3,2.0,2.1,2.1,2.2,1.8,1.4,1.5,1.6,12.0
26.0,25.0,25.0,24.0,24.0,25.0,24.0,24.0,25.0,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.7,0.46,0.33,0.23,0.21,0.21,0.2,0.16,0.21,0.36,0.18,0.14,0.1,0.08,0.1,0.09,0.08,0.1,0.16,4.0,1.1,0.5,0.3,0.4,0.9,1.2,1.2,2.1,18.0,11.0,7.1,5.9,6.1,6.3,5.7,6.3,7.7,22.0,12.0,7.6,6.2,6.5,7.2,6.9,7.5,9.8,3.2,13.0,20.0,20.0,16.0,14.0,12.0,11.0,12.0,23.0,40.0,26.0,20.0,25.0,35.0,49.0,41.0,30.0,19.0,20.0,16.0,27.0,18.0,16.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,85.0,86.0,87.0,86.0,88.0,89.0,88.0,3.3,2.3,1.5,1.5,1.4,1.5,1.3,1.3,1.8,1.8,1.8,1.8,1.7,1.8,1.8,1.7,1.7,1.8,108.0,117.0,117.0,115.0,114.0,112.0,103.0,106.0,120.0,108.0,119.0,117.0,115.0,105.0,109.0,97.0,106.0,190.0,1.8,2.6,2.1,1.9,1.9,1.9,1.7,2.0,1.7,2.0,2.1,2.1,2.2,1.8,1.4,1.5,1.6,1.2,20.0
